paper_id,cite_id
502638,1737715
502638,1752917
502638,1095940
502638,1964436
502638,2099057
502638,2336274
502638,2726551
502638,1376594
502638,2150347
502638,2135606
502638,1575674
502638,1239778
502638,2406173
502638,1313097
502638,1021941
502638,2339110
502638,1032419
502638,1080906
502638,1529077
502638,978587
502638,2108478
502638,1293653
502638,1514032
502638,2619170
502638,1265746
502638,2869409
502638,2060077
502638,1523319
956930,1166082
1651268,2093893
1651268,1989357
1651268,2420984
1651268,2505078
1651268,2687232
1651268,2584633
2398577,2424387
2398577,2831361
2398577,2447489
1646203,2189384
1646203,2177121
1871919,1942786
1871919,1871795
1871919,2558386
170411,1867562
170411,998627
170411,2874554
1183731,1989361
1183731,1516462
1183731,1653801
1183731,1561678
1183731,1575748
1183731,1425196
584905,2151613
956920,2109213
956920,2348389
956920,1086631
956920,1290952
956920,1099703
956920,1461016
956920,2153321
956920,1596516
956920,1652310
956920,1486541
323231,502740
323231,641053
323231,2114246
323231,2888425
323231,2647391
323231,2111659
323231,2481312
323231,1241543
323231,1216319
323231,1894735
323231,1833260
323231,1897840
323231,1402259
323231,958262
323231,826331
323231,1076045
323231,1035727
323231,1118816
323231,1240636
323231,1378837
323231,1166276
323231,1402262
323231,971517
323231,693420
323231,860451
323231,2130166
323231,1345985
323231,1111369
323231,2737568
323231,1768200
323231,1595043
323231,1383451
323231,1142431
323231,634311
323231,1241869
323231,2155696
323231,1005363
323231,1771311
323231,1008993
323231,1576254
323231,1026768
323231,1140122
323231,2148797
323231,2142732
323231,1744081
323231,676609
323231,2890010
1099565,2543583
1099565,1462202
1099565,2392462
1099565,1169069
1099565,1390390
1099565,1783786
1099565,1944028
1099565,1560207
1099565,1831954
1099565,1513964
1099565,1350001
1099605,1327612
2514690,2661996
2514690,2623366
2396850,2556784
2396850,2531623
2396850,2701205
1646260,2343866
1646260,2505102
1646260,2558500
1646260,2600139
1646283,1967557
1646283,2651343
1646283,2017914
1646283,1718535
1646283,1772753
1646283,1734789
2396867,2505678
2396867,2505688
2396867,2668077
2396867,2698321
2396867,2886662
2396867,2888287
2396867,2767738
2396867,2890355
1458574,1940284
1458574,2188016
1458574,1651358
1458574,2584211
1458574,2163819
1458574,2688160
1458574,2776306
288644,2698796
288644,960110
288644,628264
288644,1760967
288644,502666
288644,2178574
288644,1151846
266904,762824
266904,2114086
266904,2123947
266904,846188
266904,976145
1031197,2151783
1099678,1316968
1099678,2806581
1099678,1432402
2064048,2215681
2064048,2403824
2064036,2745853
2063843,2398679
2063843,2661995
2063843,2767877
2063843,2461480
2063843,2694445
2063843,2767696
2063843,2389778
2063843,2207246
2063843,2160620
2661995,2735379
2661995,2832782
1458462,2507390
2063681,2733384
2063681,2339602
1646011,2877800
1646011,2398564
1646011,2494220
1646011,2063687
1646011,2644821
1646011,2227323
1646011,2533932
1646011,1734789
1646011,2664428
2663542,2795413
1183773,1315084
1183773,1277755
1183773,1341542
1458109,1855587
1458109,1989359
1458109,1754285
1458109,2402158
1458109,1988848
1458109,2213614
1458109,1951419
1458109,1594170
1458109,2038931
1458109,1885505
1458109,1866512
1458109,2479908
1458109,2035115
1458109,2597570
2398508,2556264
1099614,2479818
1099614,2734733
1099614,1702182
2063775,2396827
2063775,2767798
2063775,2745396
2063775,2556222
2063775,2348328
2063775,2852085
2063775,2623679
2063775,2742547
2063775,2433484
1460029,1692249
1460029,1944620
1871519,2169099
1871519,2380860
1871519,2010091
1871519,1998094
1871519,2864702
1871519,2433500
1871519,2619088
1871519,2405907
1458496,1835822
1458496,2421417
2063857,2260696
2505751,2735484
2505751,2783299
2505751,2746486
2396816,2601437
2396816,2735634
2396816,2872701
2396816,2664084
2396816,2757629
2396816,2838633
2396816,2841516
2063606,2806487
2063606,2535525
1458278,2382039
584817,872862
584817,2423719
584817,1315473
584817,1430512
584817,1997353
584817,1376722
584817,1454183
584817,764201
584817,1456653
584817,1783830
502603,1165535
502603,2018377
502603,1418455
502603,2063636
502603,1034898
502603,564413
502603,2037594
502603,1165513
502603,2238711
502603,1148811
502603,2837926
1460030,2629670
1460030,2812809
1460030,2023151
1460030,2607644
1460030,2766875
1460030,2755960
1460030,1921657
1460030,2683379
1460030,2812506
1460030,1814522
1460030,2791926
1460030,2468238
1460030,2189399
1460030,1806455
2505709,2695761
354854,1031177
354854,1275410
354854,2379892
1871540,2785566
1871540,2719947
1646183,1871540
2661972,2789210
191262,335833
191262,728208
191262,313338
191262,372326
191262,853920
191262,1057492
191262,941213
1458235,1670603
1458235,1533808
1458235,1835551
1458235,2422031
1458235,1873021
1458235,2155300
1458235,2176280
1458235,2423837
502635,1460038
502635,1117508
502635,1484105
502635,772466
502635,2181979
502635,2018148
502635,2379777
502635,2789210
584848,1598885
584848,1142106
584848,1813328
584848,1656308
584848,1063274
584848,1621827
584848,1814522
584848,2206326
584848,2179021
584848,974746
584848,1124185
584848,2128396
584848,1921657
584848,1231005
584848,2667919
584848,1610113
584848,1530258
584848,2530120
584848,2717738
584848,2688162
584848,985354
584848,1460030
584848,1722652
584848,2789210
956914,1285935
956914,1076175
956914,1506047
956914,1356383
956914,1031258
956914,1076163
956914,2182290
956914,1998141
956914,1964739
956914,1948232
956914,1428407
354843,1106412
354843,1625737
354843,2434103
354843,2390677
354843,2661923
354843,2382072
354843,1351367
354843,1458134
354843,772271
354843,1220591
354843,1220589
354843,384015
354843,1073488
354843,1247536
354843,775150
354843,1376708
354843,1860256
354843,564393
354843,2010655
354843,2123786
354843,1615659
354843,1289268
354843,1757812
354843,1075126
354843,772262
354843,1073424
354843,2768335
354843,1277779
354843,1099734
354843,974742
354843,964611
354843,2137616
354843,1753133
354843,1183652
354843,2809312
354843,594038
354843,2182289
354843,1009044
354843,2165760
354843,1963445
354843,2682869
354843,2641194
354843,2114221
354843,1321588
354843,2568795
354843,1283272
354843,2873896
319971,598753
319971,568777
319971,1255226
319971,996368
319971,1484127
319971,1141759
319971,1065445
319971,1766619
1871622,2583321
1871622,2749336
1871622,2580266
1645968,2848881
1645968,2010182
1645968,1921050
1645968,2488118
1645968,2487934
1645968,2422045
1645968,1928366
1645968,2609583
1645968,2741693
1645968,2398667
1645968,2063759
1645968,2063868
1645968,2744687
1645968,2063755
1645968,2063870
1645968,2457656
1645968,2063892
1645968,2829564
1645968,1816142
1645968,2799413
1645968,2449441
1645968,1722101
1645968,2029840
1645968,2169103
1645968,2063922
1645968,2065008
1645968,2458216
1645968,1807097
1645968,2864702
1645968,2619088
1645968,2254660
1645968,1991391
1645968,2261065
1645968,2505696
1099621,2180749
1099621,1763588
1099621,2331794
1099621,2389945
1099621,1600643
1099621,2339742
1458228,2590395
1458228,2020547
1458228,2003352
1458228,1830984
2398560,2505710
2398560,2767708
1321558,2565466
1646273,2037662
1646273,2094074
1646273,2128379
1646273,1881111
2507840,2832817
1183662,1871612
1183662,1921818
1183662,1461363
1183662,1879822
1183662,1286384
1183662,1594201
1183662,1866664
1183662,1516366
1183662,1286383
1183662,1238310
1183662,1771069
1183662,2750696
1183662,2045048
1183662,2845397
1183662,1615560
1183662,1672457
1183662,2742444
1183662,2632737
1458569,1656284
2398672,2651363
2398672,2505701
2398672,2749451
2398672,2500751
2514701,2792839
2514701,2645775
584839,1017687
584839,2109616
1871904,1942786
1871904,1871795
1099635,1141529
1099635,2111162
1099635,2227912
502697,1330597
502697,1884401
502697,2451320
502697,1220632
502697,1626314
502697,1277847
502697,1753973
502697,1862962
502697,1283279
2398572,2458321
584824,1054033
584824,2011311
584824,2436304
584824,2616487
584824,1342912
584824,1244703
956913,1099593
956913,1451768
956913,1054141
956913,1687237
956913,1486801
956913,1415874
354816,775788
354816,2608518
354816,2439572
354816,1571982
354816,900097
354816,1454196
354816,372054
354816,1321518
354816,1090804
354816,1593266
354816,1557724
354816,2009954
354816,1012303
354816,1013467
354816,2900732
354816,1076070
354816,937534
354816,1039794
354816,984324
354816,1862577
354816,1529663
354816,2222890
354816,1997499
354816,1247665
354816,2407093
354816,1757960
354816,1458516
354816,2207052
354816,2380164
354816,513380
354816,1149960
354816,1216311
354816,1183703
354816,1760363
354816,1239779
354816,1526826
354816,1611679
354816,1766505
354816,1036181
354816,1563873
354816,1458519
354816,1734743
354816,1519806
2063868,2582610
2063868,2458187
2063868,2500751
2063868,2864702
2063868,2458217
2063870,2505529
2063870,2741694
2063870,2433431
2063870,2444867
2063870,2864702
2063870,2685136
1646148,1854845
1646148,2500867
1646148,1884044
1871515,2405781
1871515,2398644
1871515,2785613
1871515,2809977
1871515,2623748
1871515,2658843
1871515,2562209
1871515,2063718
1871515,2720722
1871515,2187950
1871515,2623690
1871515,2339640
1871515,2398585
1871515,2749448
1871515,2722870
1871515,2664063
1871515,2827600
1871515,2339690
1871515,2579963
1321488,1772717
1321488,1772702
1321488,2529997
1321488,2502266
1321488,2350637
1321488,2350728
1321488,1646234
1321488,2205552
1321488,1935892
1321488,1533746
1321488,1825378
1321488,1571953
1321488,2776992
1321488,2169099
1321488,1871713
1321488,2036278
1321488,2365987
1321488,2089112
1321488,1879426
1321488,2396828
1321488,2063901
1321488,2501980
1321488,2530795
1321488,1772771
1321488,1772758
1321488,2516635
1321488,2558500
1321488,2176039
1321488,2692914
1183648,1401923
1183648,1541884
1316881,2450648
1871528,2009993
1871528,2348319
1871528,2348318
1871528,2009991
1871528,2864702
221321,2283681
221321,679613
221321,744397
221321,306124
221321,1851861
221321,1356386
221321,1801464
221321,670288
221321,2363818
221321,2123124
221321,2541983
221321,630220
221321,630220
1646267,1718532
1646267,1835671
1646267,2813520
1646267,2505586
1646267,2603038
1646267,2516635
1646267,2692914
2063662,2484213
2063662,2458232
1458301,2213876
1458301,1519369
2063954,2184309
2063954,2348413
2063954,2458205
170122,1852900
170122,1231060
238565,502597
238565,1071618
238565,1773674
238565,1379506
1183726,2259176
1183726,1964777
1183726,1646167
1183726,2630173
1183726,1390429
1183726,1773516
1183726,2350726
1183726,1459357
1321550,1497581
1321550,1921021
1321550,1473152
1321550,1533946
1321550,1743233
1321552,2689435
1321552,1881879
1321552,2793741
1321552,1473152
1321552,2536312
1321552,2635734
1321552,2128188
1321552,1869841
1321552,2811661
1321552,2076635
1321552,1833282
1321552,2151526
1321552,1516422
1321552,2109201
1321552,1801931
1321552,2260932
1321552,2632708
1321552,2425646
1321552,2405797
1321552,1754248
1321552,2524305
1321552,2163509
1321552,2838633
1321552,2617748
1183645,1542680
1183645,1277776
1183645,1807228
1183645,1277831
1183645,1321547
1183645,2168761
1183645,1458174
1871970,1871793
1871970,1988858
2661955,2806475
1646055,2484056
1646055,2348519
1646055,2038203
1646055,1862363
1646055,2064326
1646055,2260672
1646055,2010180
1646055,2790230
1646055,1835635
1646055,1871451
1646055,2559170
1646055,2651363
1646055,2109209
1646055,2128411
1646055,1960759
1646055,2260669
1646055,2619171
2398749,2830142
2398749,2725487
2661909,2767721
2065041,2064045
2065041,2782435
2505525,2831370
2505525,2783418
2505525,2743023
2505525,2741632
2505525,2806561
2505525,2806556
191307,2424343
191307,258327
191307,2463700
191307,937600
191307,594739
191307,1366104
191307,1206056
191307,1882763
191307,1900523
191307,2465332
191307,1401250
191307,1042052
191307,1123170
191307,1031123
191318,735724
191318,267748
191318,376407
191318,755384
191318,699464
191318,2137785
191318,765220
191318,274075
191318,630265
191318,1279274
191318,2176577
191318,2318169
2398432,2484050
2398432,2806601
2398432,2602871
2398432,2661930
2398432,2793693
2398432,2829916
2398432,2505693
2398432,2505714
2398432,2523817
2398432,2600139
2661930,2767714
2661930,2806601
2661930,2806473
2661930,2829916
1646115,2176288
1646115,1835468
1646115,2458235
1646115,2458256
1646115,1871497
1646115,2458299
1646115,2095644
1646115,2348393
1646115,2458269
1646115,2661947
1646115,1835564
1646115,1835461
1646115,2484091
1646115,2590975
1646115,2348519
1646115,2396833
1646115,2484033
1646115,1969847
1646115,2767705
1646115,2818929
2505693,2661930
2505693,2829916
2063611,2806615
2063611,2488524
2063611,2609508
2063611,2398709
2063611,2124351
2063611,2484050
2063611,2348343
2063611,2767714
2063611,2505691
2063611,2668120
2063611,2348302
2063611,2458299
2063611,2484094
2063611,2398432
2063611,2661930
2063611,2661947
2063611,2505693
2063611,2379420
2063611,2458183
2063611,2523817
2063611,2600139
2063611,2484036
2063611,2717141
2505545,2824046
2505545,2588563
2505545,2783285
2505545,2735369
2505545,2700395
2505545,2872602
1646031,2348501
1646031,2611178
1646031,2348285
1646031,2641385
1646031,2064247
1646031,2609496
1646031,1964900
1646031,1996924
1646031,1889176
1646031,2888439
1646031,2348534
1646031,2809445
1646031,2348451
1646031,2010165
1646031,2645746
1646031,1858822
1646031,2739324
1646031,2682863
1646031,2661934
1646031,2094076
1646031,2661894
1646031,2407098
1646031,2741807
1646031,2022814
1646031,2537744
1646031,1862286
1646031,2010066
1646031,1816156
1646031,2046864
1646031,2824114
1646031,2093348
1646031,2422258
1646031,2422259
1646031,1889194
1646031,1961211
1646031,2403824
1646031,2590135
1646031,2492191
1646031,2422265
1646031,2701587
1646031,2028394
1458253,1870534
2398420,2529783
2398420,2618250
2398420,2465278
1099561,2102533
1099561,1458350
1099561,2010659
1099561,2396855
1099561,2484111
1099561,1931430
1099561,2505686
1099561,2507865
1099561,1774458
1099561,2171882
1458350,2396855
1458350,2484111
2398656,2661914
2398656,2484132
2398656,2493178
1645965,1835544
1645965,2886653
1645965,2398563
1645965,2556237
1645965,2387434
1645965,2534398
2398563,2609498
2398563,2556237
2398563,2534398
354833,1420349
354833,1782995
354833,2397505
354833,2608512
288659,508796
288659,320056
288659,2856161
288659,1420349
288659,1782995
288659,2395939
288659,2481829
288659,320055
288659,1750147
288659,354833
288659,2608512
288659,1431246
288659,2528118
288659,2073102
956953,1321529
956953,1390435
956953,1057325
956953,1099641
956953,1220886
956953,1148263
956953,1183633
956953,1508852
956953,1292592
956953,2682864
956953,1931461
956953,1403895
956953,1277754
956953,2609573
956953,2528061
956953,2590135
956953,1969847
956953,1273223
956953,1763679
1099721,2533661
1099721,1178709
1099721,2171893
1099721,1645984
1099721,2189373
1099721,2189343
1099721,1835491
1099721,2499181
1099721,1931461
1099721,2188218
1099721,2559170
1099721,1366819
1321529,1718516
1321529,1458159
1321529,1646033
1321529,2668045
1321529,2260672
1321529,2590135
1458227,2034112
1458227,2063733
1458227,2431278
1458227,2017710
1458227,2429758
1458227,1697740
1458227,1561684
1458227,2388917
1183647,2601312
1183647,2684516
1458197,1803321
1458197,1739115
1458197,1966944
1458197,2458973
2668049,2663543
1458582,2507232
1458582,2507478
1458582,2673730
1458582,2018147
1458582,2227313
1458582,2018146
1458582,2458251
1458582,1871899
1458582,2651363
1458582,1871898
1458582,1840789
1458582,2673737
1458582,2852089
1458582,2688160
1458582,2305603
2064020,2232872
584893,1485478
584893,1128949
584893,775249
2398549,2389668
2398549,2735661
2398549,2505634
2661912,2809470
2661912,2809467
2661912,2767724
2661912,2825841
2661912,2824890
2661912,2767744
502593,681374
502593,1111228
502593,968843
502593,2164265
2396826,2788581
1871747,2782674
1871976,2809448
1871976,1871793
1871976,1988858
1646034,2362776
1646034,2637026
1646034,2484031
1646034,2148498
1646034,2568403
1646034,2829559
1458157,1986675
1458157,1651346
1458157,1617078
1458157,1646250
1458157,2128394
1458157,2458283
1458157,1980658
1458157,2484056
1458157,2809495
1458157,2484181
1458157,2818379
1458157,1772866
1458157,1835667
1458157,2484145
1458157,2806604
1458157,2151285
1458157,1835551
1458157,2651363
1458157,2628672
1458157,2018146
1458157,2661948
1458157,1871571
1458157,2668442
1458157,2602298
1458157,2663355
1458157,2673737
1458157,1980657
1458157,2767874
1458157,2809444
1458157,1645990
2065013,2783708
2065013,2064049
2065013,2494277
2398625,2427011
1321559,2452354
1321559,2348297
1321559,2348396
1458292,1894540
1871971,1871793
1871971,1988858
1183758,2175975
1183758,2694234
1183758,2597909
1183758,2368508
2063900,2806445
2063900,2664192
2063900,2507848
2398613,2507863
2668050,2663543
2507847,2695943
2507847,2696592
1646009,2010047
1646009,1935907
1646009,1935860
1646009,2063591
1646009,2505710
1646009,2348394
1646009,2556249
1646009,1835467
1646009,2009994
1646009,2175975
1646009,2401192
1646009,2030966
1646009,2172322
2396763,2615695
2396763,2567988
2396763,2505561
266719,2081675
266719,2123730
266719,756827
266719,1365776
266719,1981683
266719,1391197
266719,348754
266719,738626
266719,291013
266719,779240
266719,674468
266719,1744652
2661924,2767849
2505708,2806466
2505708,2767771
2505708,2609601
2398596,2623680
2398596,2735462
2398596,2556574
2063592,2364158
2063592,2767737
1183751,1775936
1099725,1236183
1099725,2096641
1099725,1897654
1099725,2767831
1099725,2838715
1099725,1695241
1099725,2582607
1099725,1931428
1099725,1944717
1099725,1148203
1099725,2095586
1099725,1763663
1099725,1873794
1099725,1533763
1099725,1995977
1099725,1835505
1099725,1814931
1099725,1610152
1099725,2488159
1099725,1241313
1099725,1645998
1099725,1220894
1099725,1871645
1099725,1183737
1099725,1458310
1099725,1236182
1099725,1506253
1099725,1858864
1099725,2281738
1099725,1931423
1099725,1148193
1099725,1458518
1099725,1542733
1099725,1316876
1099725,2391092
1099725,2063586
1099725,2838936
1099725,1814933
1099725,1424292
1099725,2393363
1099725,2438442
1099725,1273194
1099725,2530275
1099725,1487443
1099725,2124344
1099725,1793316
1099725,2833486
1099725,1620251
1099725,2260951
1099725,2391022
1099725,2609589
1099725,1871582
1099725,1786642
1099725,2317632
1099725,1416954
1099725,2815228
1099725,2045890
1099725,2189037
1099725,1800563
1099725,2071390
1099725,2164749
1099725,2592263
1099725,2674243
1183664,2488284
1183664,2449945
1183664,1379284
1183664,1860705
1183664,1658190
1183664,1458196
1183664,1352800
1183664,2527157
1183664,2442982
1183664,1739095
1183664,1966386
1183664,1942379
1183664,1508861
1183664,1827427
1183664,2483504
1183664,1454179
1183664,1379274
1183664,1379286
1183664,2169584
1183664,2187677
1183664,1784481
1183664,2838515
1183664,1612768
1645979,1871475
1645979,1935912
1645979,2009607
1645979,2416468
1645979,1735705
1645979,2063635
1645979,2793459
1645979,2623344
1645979,2567742
1645979,2031189
1645979,2692910
1645979,2741965
1645979,2398536
1645979,2404955
1645979,2609564
1645979,2403339
1645979,2682816
1646169,1944569
1646169,2076311
1646169,2577277
1646169,2089113
1646169,2499909
1646169,1996919
2063705,2457340
2063705,2612273
2063705,2320816
2063705,2612159
2505536,2662046
1183686,1868370
1183686,1316879
1183686,2063588
1651288,1646331
1651288,2033401
1651288,2371326
1651288,1887745
2398502,2749448
1646298,2063877
1646298,2063775
1646298,2063632
1646298,2481746
956872,2402519
956872,2567099
956872,974137
956872,1066793
956891,1009085
956891,2260671
956891,2816280
956891,2379777
2661962,2767729
2661962,2888443
2661962,2795416
2661962,2833487
2390150,2492196
2390150,2398761
2390150,2631792
2398648,2509572
2398648,2741651
2398648,2488484
1458148,2658481
1458148,1835563
1458148,1887597
1458148,2063588
1458148,2593343
1458148,2344397
1099606,1099676
1871537,2370344
1871537,2483682
1871537,2564493
1031236,1290104
1031236,1644363
1031236,1616828
1031236,1065237
1031236,1332431
1031236,1242760
1031236,2184172
1031236,2039840
1031236,2096610
1031236,1146867
1031236,1776546
1031236,1325962
1031236,1146866
1031236,1541549
1031236,1224712
1031236,1357747
1031236,1315070
1031236,1116043
1031236,2391602
1031236,1461363
1031236,2136556
1031236,1516446
1031236,1837760
1031236,1693566
1031236,1229056
1031236,1332432
1031236,1783751
1031236,1390920
1031236,2377681
1031236,2342360
1031236,2023732
2063946,2785021
2063946,2823723
1646240,2524327
1646240,2143967
1646240,1872003
1646240,1863193
1646240,2509981
1646240,2125254
1646240,1948666
1646240,2580217
1458497,1620897
2512409,2663800
2512409,2505819
2663800,2663545
2398659,2662494
2398659,2584247
2505556,2659521
2505556,2632893
2668046,2663543
2398439,2824039
2398439,2564029
1871770,2661867
1871770,2259180
1458359,2579551
1458122,2783334
1458122,1646317
1458122,1920891
1458122,2767704
1458122,2539177
1458122,2063670
1458122,2063950
1458122,2556554
1646272,2348493
1646272,1937102
1646272,2396768
1646272,2010023
1646272,2457470
1646272,1997495
1646272,2805505
2505656,2631799
2505656,2744693
2505656,2766459
2505744,2505761
2505761,2663317
2505761,2789814
2505761,2790772
2505761,2505744
2505761,2684285
2505761,2663318
1871785,2514533
584888,2393262
584888,1031218
584888,1015404
584888,1870590
584888,1696141
584888,2178169
584888,1141422
584888,1648208
584888,2141433
584888,2063929
584888,1363891
584888,1383690
584888,1065191
584888,2090440
584888,2494194
584888,952616
584888,1121155
584888,2482256
584888,1313205
584888,2019267
584888,1151998
584888,2324824
584888,1081965
584888,2133361
584888,2146521
584888,1279240
584888,2593808
584888,2450066
584888,1939794
584888,1581116
584888,2769963
584888,1839529
584888,1764553
584888,1189779
584888,2124726
584888,1065192
584888,1773266
584888,2169955
584888,1999541
584888,1425370
584888,1183668
584888,2097833
584888,2623652
584888,1764448
584888,1963671
584888,2799243
584888,1666197
584888,2833470
584888,1569791
584888,1464906
584888,1713197
584888,2431027
584888,2725384
584888,1434480
584888,2169853
584888,1670533
584888,1617430
584888,1031178
584888,2108045
584888,1600597
584888,1007731
584888,1656731
584888,1996802
584888,2031230
584888,2033854
584888,2785044
584888,2459668
584888,1219390
584888,1101101
584888,1350046
584888,2658095
584888,1299032
584888,1656080
584888,2592638
584888,2107823
584888,2107375
584888,2248618
584888,2345054
584888,1138795
584888,1711920
584888,1107335
584888,2142206
584888,2608895
584888,2589196
266869,2092465
2398440,2558032
502615,1376651
502615,2109200
502615,1099674
502615,1532277
502615,1315457
502615,1786924
502615,820123
502615,1766103
502615,1806911
502615,1453956
502615,1247518
502615,1735889
502615,2134024
288662,1644804
288662,2228020
288662,312774
288662,372183
288662,755711
288662,2114253
288662,2136253
170454,627713
1458170,1944032
1458170,1646134
1458170,1921013
1646134,2047490
1183674,1989332
1183674,2883342
1183674,2063833
1183674,2536292
1183674,2247627
1183674,2525428
1183674,1997274
1183674,2562498
1183674,2124740
1183674,2699483
1183674,1317350
1183674,1653840
1183674,1825260
1183674,2485283
1183674,1871481
1183674,2694488
1183674,2017946
1183674,1966388
1183674,1412343
1183674,1985115
1183674,1833972
1183674,2425648
1458474,2189080
1458474,1670606
1458474,1937762
352314,627187
1646250,1871893
1646250,2039044
1646250,2018393
1646250,1835667
1646250,2673730
1646250,2809495
1646250,2128394
1646250,2806604
1646250,2018147
1646250,2770010
1646250,2484145
1646250,2661948
1646250,2783704
1646250,2628672
1646250,2668442
1646250,1986674
1646250,1980657
1646250,2809444
1871981,1871793
1871981,1988858
2505660,2767802
2505660,2661904
2505660,2806562
2505660,2806476
2505660,2767751
2505660,2609574
2505689,2577016
2505689,2611186
2505689,2661835
2505689,2611177
2505689,2662027
1321560,2743420
1321560,2484084
1321560,1571953
1321560,1963424
1321560,2661921
1321560,2590972
1321560,2580710
1321560,1483227
1321560,2071390
1321560,1378893
1646296,2501314
1871549,2776987
1871549,2508044
2505594,2746109
2505594,2888346
2505594,2661989
2398580,2732248
2398580,2806539
2398580,2590995
2398580,2811766
2398580,2565158
502693,1886252
502693,630777
502693,2146489
502693,2500253
502693,1961214
502693,959259
502693,2114441
502693,1231685
238372,765240
238372,671519
238372,253302
238372,320012
238372,276326
238372,978115
238372,628086
238372,671033
238372,253291
238372,276334
238372,1126334
238372,593503
238372,2104043
238372,276309
1321500,1660681
1321500,2459809
1321500,1353350
2064061,2215680
2064061,2064042
1645964,1835476
1645964,2788581
1645964,2449431
1645964,2002946
1645964,2124333
1645964,2089112
956868,1008997
956868,1009048
956868,1220886
956868,2403818
956868,1507522
956868,1131991
956868,1292592
956868,2422265
956868,2076124
1458226,1646247
1458226,1557037
1458226,2531666
2662036,2767790
