paper_id,concept
1571998,Adaptation
1571998,"Information retrieval"
1571998,"Web search engine"
1390516,"Robust statistics"
1390516,"Regularization (mathematics)"
1390516,"Empirical research"
1390515,"Relevance feedback"
1390515,"Language model"
1390514,Vocabulary
1390514,"Parallel text"
1277841,"Spatial analysis"
1277841,"Performance prediction"
1277841,"Correlation and dependence"
1277841,"Information retrieval"
1277841,Prediction
1277841,"Clustering high-dimensional data"
1148294,"Web page"
1148294,Ranking
1390763,"Noisy text"
1390763,"Sentiment analysis"
1390763,Capitalization
1390763,Punctuation
1390763,"Unstructured data"
1390763,"Text mining"
1390763,"Natural language processing"
2484148,Topical
2484148,"Document retrieval"
2484148,"Text Retrieval Conference"
2484148,Inference
253189,"Index (search engine)"
253189,B-tree
253189,Executable
253189,Database
253189,"Digital signature"
253202,"Document clustering"
253202,"Information retrieval"
253202,"Software framework"
253202,"Cluster analysis"
253202,"Business process"
160766,"ELSA Technology"
160766,"Digital library"
160766,"Abstract art"
2010073,"Topic model"
2010073,Collective
2010073,"Multinomial distribution"
2010073,"Cluster analysis"
2010073,"Heterogeneous network"
2010073,"Computer network"
2484078,"Query language"
2484078,"Open data"
2484078,"Table (database)"
2484078,"Database schema"
2484078,"Data model"
2484078,"Data set"
1835506,Database
1835506,"Relevance (information retrieval)"
1835506,"Data model"
1835506,Ranking
1835506,"Statistical model"
1835506,"Novelty (patent)"
1835620,Entity
1835620,"Text Retrieval Conference"
253520,"Expert system"
253520,"Information retrieval"
253520,Expert
511796,"Artificial intelligence"
511796,"Information retrieval"
511796,"Common sense"
511796,"Pure research"
511796,Optimism
215335,"Relational database management system"
215335,Cooperative
860504,"Network analysis"
860504,"Information retrieval"
860504,"World Wide Web"
860504,"Graph (mathematics)"
860504,"Eigenvalues and eigenvectors"
258542,"Language-independent specification"
258542,"Document retrieval"
258542,"Operating system"
1009036,"Document classification"
1009036,"Folder (computing)"
1835671,"Clickthrough rate"
1835671,Advertising
1835671,"Web search engine"
1835671,Prediction
1835671,Semantics
1835671,Revenue
511710,"Document retrieval"
511710,"Value system"
511710,Discrimination
511710,"Value (computer science)"
511710,"Precision and recall"
511710,"Value (personal and cultural)"
511710,"Weight function"
2010146,Coin
2010146,"Learning to rank"
2010146,"Web search engine"
2010146,"World Wide Web"
2010146,Verbosity
1390760,Statistics
1390760,"Spam blog"
1390760,Grammar
1390760,N-gram
1390760,Blog
1390760,"Zipf's law"
1390760,Audience
1835530,"Document clustering"
1835530,"Document classification"
1835530,"Cluster analysis"
511809,"Precision and recall"
511809,Database
511809,"Value (personal and cultural)"
62498,"Rough set"
62498,"Information retrieval"
62498,"Boolean algebra"
62498,"Formal system"
62498,"Relevance feedback"
860497,Probability
860497,Tf¿idf
860497,"Information retrieval"
860497,"Cross-language information retrieval"
860497,"Optical character recognition"
860497,Frequency
564423,"Arabic language"
564423,"Model selection"
564423,N-gram
564423,"Writing system"
564423,"Optical character recognition"
564423,"Morphology (linguistics)"
564423,"Image scanner"
564423,Word
122883,Scalability
122883,"Information retrieval"
122883,"Distributed computing"
215364,"Case-based reasoning"
215364,"Information retrieval"
2484095,"Set cover problem"
2484095,"Group (mathematics)"
2484095,Vocabulary
2348296,"Scientific method"
2348296,Respect
2348296,Literature
1835626,"Learning to rank"
1835626,"Text Retrieval Conference"
1835626,"World Wide Web"
1835626,"Statistical significance"
62485,"Document management system"
62485,"Data model"
62485,Multimedia
62485,"Data Manipulation Language"
62485,"Data integrity"
62485,"Data type"
62485,"Information retrieval"
62485,"Object-oriented programming"
1390537,XPath
1390537,"Query language"
1390537,XML
1390537,"Filename extension"
564442,"Document classification"
564442,"Clustering high-dimensional data"
564442,"Decision tree learning"
564442,"Sample size determination"
564442,Dictionary
2609504,Topical
2609504,"Text corpus"
2609504,Wikipedia
2609504,"English Wikipedia"
2010139,"Learning to rank"
2010139,"Multi-objective optimization"
2010139,Ranking
2010139,"Supervised learning"
2010139,"Correlation and dependence"
2010139,Risk
2009933,"Learning to rank"
2009933,"Relevance (information retrieval)"
2009933,"Web search engine"
2009933,"World Wide Web"
2009933,"Machine learning"
2009933,"User experience"
2767796,Selection
2767796,"Decision making"
2767796,"Distributed web crawling"
2767796,"Affect (psychology)"
2767796,"Sampling (statistics)"
2767796,"Random seed"
2767796,"Selection algorithm"
1835658,"Web search engine"
1835658,"Relevance (information retrieval)"
1835658,"Information retrieval"
1835658,"World Wide Web"
1835658,"User (computing)"
1835658,"Business process"
1835471,"World Wide Web"
1835471,Food
1835471,PageRank
1835471,Webgraph
1835471,"Web page"
1835471,Ranking
1835471,"Web application"
1835471,"Text corpus"
253521,"Index term"
253521,N-gram
253521,"Precision and recall"
253521,"Index (publishing)"
253521,Relevance
253521,"Image scanner"
1009089,"Community structure"
1009089,Expert
1009089,"Knowledge worker"
1009089,Adaptation
98245,"Inverted index"
98245,"Software maintenance"
98245,"Full text search"
98245,B-tree
98245,"Zipf's law"
160706,"Text corpus"
160706,"Vectored I/O"
160706,"Document retrieval"
160706,"Document clustering"
160706,"Cluster analysis"
160706,"Time complexity"
1277840,"Query expansion"
1277840,"Relevance (information retrieval)"
1277840,"Information retrieval"
1277840,"User (computing)"
1277840,Effectiveness
1277840,"Result set"
1572096,"Information retrieval"
1572096,Relevance
1572096,"Inductive reasoning"
1572096,Axiom
1572096,"Function (mathematics)"
1572096,"Correlation and dependence"
1571986,"Information retrieval"
1571986,"Software framework"
1571986,"Conceptual model"
1571986,"Ad hoc"
1571986,"Function (mathematics)"
2010063,Prediction
2010063,"Standard deviation"
2010063,"Information retrieval"
2348487,"Monte Carlo method"
2348487,"Computer simulation"
2348487,"Computer performance"
2348487,"Standard deviation"
2348487,"Correlation and dependence"
2348487,Hypothesis
2348487,"Probability distribution"
2609531,"Text Retrieval Conference"
2609531,"Information retrieval"
2609531,"Interpretation (logic)"
2609531,Topic¿comment
1835553,"Video clip"
1835553,"Statistical classification"
1835553,"Streaming media"
1835553,"Plain text"
1835553,Video
1835553,"World Wide Web"
1835553,Semantics
2009945,"Social influence"
2009945,Prediction
2009945,"Social network"
2009945,"Matrix (mathematics)"
2009945,"World Wide Web"
1076103,"Question answering"
1076103,"Information retrieval"
1076103,"Dependency grammar"
1076103,"Mean reciprocal rank"
1076103,"Query expansion"
1076103,"Expectation¿maximization algorithm"
1076103,"Statistical model"
1076103,"Mutual information"
2484113,"Automatic image annotation"
2484113,"Nearest-neighbor interpolation"
2484113,"Learning to rank"
2484113,"Image retrieval"
2484113,"Metric (mathematics)"
1277953,"Landing page"
1277953,Suggestion
1277953,"User (computing)"
1277953,"Web search engine"
2634360,Hypothesis
2634360,Wikipedia
2634360,"Linguistic typology"
133180,Statistics
133180,Thesaurus
133180,"Information retrieval"
133180,"Social class"
133180,"Value theory"
98242,"Information retrieval"
98242,"Vector space model"
98242,"Communications of the ACM"
98242,"Relevance feedback"
98242,Effectiveness
62467,Thesaurus
62467,"Information retrieval"
62467,"Cluster analysis"
253186,"Information retrieval"
253186,"Visual system"
253186,"Natural environment"
253186,"Vector space model"
253186,"Statistical graphics"
564429,"Text Retrieval Conference"
564429,"Language model"
564429,"Information retrieval"
564429,"Query language"
564429,"Correlation and dependence"
122864,"Information retrieval"
62491,Inference
62491,"Document retrieval"
62491,"Spreading activation"
62491,"Information retrieval"
62491,"Computer simulation"
42009,"Document retrieval"
42009,"Natural language"
42009,"Natural language processing"
42009,"Communications of the ACM"
42009,"Conceptual model"
42009,"Search algorithm"
42009,Statistics
98240,"Document retrieval"
98240,"Information retrieval"
98240,"Relevance feedback"
98240,"Information needs"
98240,"User (computing)"
253211,"Document retrieval"
253211,"Domain knowledge"
253211,"User (computing)"
253211,Inference
253211,"Information retrieval"
253211,"Statistical model"
253211,"R (programming language)"
511797,Office
511797,"Information retrieval"
511797,"Application software"
511760,"Document retrieval"
511760,"Search theory"
511760,"Knowledge representation and reasoning"
511760,Experience
511760,"Adaptive system"
511760,Idea
511760,"Strategy (game theory)"
803136,"Top-down and bottom-up design"
803136,"Cluster analysis"
803136,"Visual search"
803136,Efficiency
803136,"Inverted index"
860437,"Information retrieval"
860437,"Vannevar Bush"
860437,"Language technology"
860437,"Information science"
860437,"Computational linguistics"
860437,Encyclopedia
98249,"Serial port"
98249,"Computer file"
98249,"Central processing unit"
98249,"Parallel text"
98249,Farm
98249,Transputer
98249,Microprocessor
98249,"File format"
215373,Probability
215373,"Information retrieval"
215373,Kinematics
384066,Speech
384066,"Prosody (linguistics)"
384066,"Document retrieval"
1009084,"Natural language processing"
1009084,"Information visualization"
1009084,"Text corpus"
1009084,"Knowledge representation and reasoning"
1009084,"Named entity recognition"
1009084,"User (computing)"
2767817,Pressure
2767817,Laboratory
2767817,"Search engine results page"
2767851,Time
2767851,Pressure
2767851,"Time perception"
1390558,"Online community"
1390558,"User-generated content"
1390558,"Tag (metadata)"
1390558,"Recommender system"
1390558,Blog
1390558,"User (computing)"
1390558,"Digital photography"
1277784,"Random walk"
1277784,Probability
1277784,"Random walk hypothesis"
1277784,Length
1277784,"Web search engine"
383999,"Anchor text"
383999,"Okapi BM25"
383999,Ranking
383999,"Text Retrieval Conference"
383999,"Web search engine"
383999,Website
2484227,"Relevance feedback"
2484227,"Relevance (information retrieval)"
2484227,"Text Retrieval Conference"
2484227,"Web search engine"
2484227,"Information retrieval"
2484227,"Anti-spam techniques"
564404,"Online algorithm"
564404,Ranking
564404,Perceptron
564404,"Machine learning"
564404,"Analysis of algorithms"
564404,"Text corpus"
564404,"Scientific modelling"
564404,"Online and offline"
1009122,"Information retrieval"
1009122,"Process (computing)"
1009122,"Multinomial distribution"
1009122,"Text Retrieval Conference"
1009122,"Hierarchical Dirichlet process"
564420,"Search algorithm"
564420,"Inverted index"
564420,"Collaborative filtering"
564420,"Computer file"
564420,Prediction
564420,Hypothesis
564420,Calculation
2609619,"Web archiving"
2609619,"Web document"
2609619,"Computer file"
2609619,"Persistence (computer science)"
2609619,Archive
2609619,"World Wide Web"
2609619,"Web search engine"
1009098,"Question answering"
1009098,"Information retrieval"
1009098,Answer
1009098,"Text Retrieval Conference"
1009098,"Language model"
2634348,Parsing
2634348,"Web search engine"
2634348,"Statistical classification"
2634348,"Binary file"
2634348,"Support vector machine"
2634348,Wikipedia
291009,"Test (biology)"
291009,"Efficiency (statistics)"
1277934,"Pooling (resource management)"
1277934,"Systematic error"
1277934,"Bias of an estimator"
1277934,"Crop yield"
1277934,"Rank correlation"
1277934,"List of things named after Leonhard Euler"
1277892,"Student's t-test"
1277892,"Statistical power"
1277892,"Sign test"
1277892,P-value
1277892,"Sample size determination"
1277892,"Statistical hypothesis testing"
1277892,"Geometric mean"
1148262,Statistics
1148262,"Information retrieval"
1148262,Meta-analysis
1148262,"Confidence interval"
1148262,"Statistical model"
1572045,"E-mail filtering"
1572045,Webmail
1572045,"Filter (signal processing)"
1277951,"Anti-spam techniques"
1277951,"E-mail spam"
1277951,SMS
1277951,"Mobile phone"
1277951,"E-mail filtering"
1277951,"Spam (electronic)"
1277951,"Feature (machine learning)"
2767771,"Active learning"
2767771,"Continuous function"
2767771,"Information needs"
2609601,"Electronic discovery"
2609601,"Machine learning"
2609601,"Document review"
2609601,"Discovery (law)"
2609601,"Text Retrieval Conference"
2609601,"Communications protocol"
2609601,"Relevance feedback"
2609601,"Search algorithm"
1572107,"E-mail filtering"
1572107,"E-mail spam"
1572107,Ham
1572107,"Spam (electronic)"
1572107,"Filter (software)"
133199,"Logistic regression"
133199,"Information retrieval"
133199,"Systematic error"
133199,"Linear regression"
133199,Ranking
133199,"Regression analysis"
133199,"Independence (probability theory)"
133199,Probability
258572,"Thai language"
122866,Misnomer
122866,"Information retrieval"
98010,"Plain text"
98010,"Search engine technology"
98010,"Full text search"
98010,"Data structure"
384042,"Hidden Markov model"
1009131,"Text corpus"
1009131,"World Wide Web"
1009131,"Proprietary software"
1390415,"Internet forum"
1390415,"Yahoo! Answers"
1390415,"User-generated content"
1390415,"Question answering"
1835636,"Web search engine"
1835636,"User (computing)"
1835636,Annotation
1835636,Folksonomy
1835636,"World Wide Web"
1009112,Tutor
1009112,"Information retrieval"
1572071,Prediction
1572071,"Class (computer programming)"
1572071,Statistics
1572071,"Language model"
1572071,Risk
2010128,"Search engine results page"
2010128,"Medical Subject Headings"
2010128,Relevance
2010128,Personalization
2010128,"TREC Genomics"
2010128,"Domain knowledge"
312763,"WHIRL Magazine"
312763,"Abstract art"
1009082,"Relevance feedback"
1009082,Monolingualism
1009082,"Information retrieval"
2010096,"Dead centre"
2010096,"Information retrieval"
1835490,"Ad hoc"
1835490,"Okapi BM25"
1835490,"Information retrieval"
1835490,Hypothesis
1835490,"Mixture model"
122861,Cranfield
122861,"Stock market index"
122861,"Statistical hypothesis testing"
1390479,Synonym
1390479,Folksonomy
860534,"Document retrieval"
860534,"Question answering"
860534,Factoid
2767876,Effectiveness
2767876,.ir
2484222,"Information retrieval"
2484222,"Special Interest Group on Information Retrieval"
2484222,"Modeling language"
312739,"Structured text"
312739,"Abstract (summary)"
564448,"Question answering"
564448,X-height
564448,Terabyte
564448,"Text Retrieval Conference"
564448,"World Wide Web"
1277767,"Web search engine"
1277767,"Clickthrough rate"
1277767,"Uniform Resource Locator"
1277767,"World Wide Web"
1277767,Readability
1076089,"Information retrieval"
1076089,XML
1076089,Ranking
564447,"Information extraction"
564447,Annotation
1277969,"T9 (predictive text)"
1277969,"Mobile device"
1277969,"Mobile phone"
1277969,"Web search engine"
1277969,"Computer keyboard"
1277969,"Regular expression"
1277969,Microsoft
2609513,Intuition
2609513,"Complex system"
2609513,"Scientific modelling"
2609513,Tradition
2484071,"Statistical model"
2484071,"Information retrieval"
2484071,"Precision and recall"
2484071,"Scientific modelling"
2484071,"Correlation and dependence"
2484071,"Metric (mathematics)"
2348482,"Information needs"
2348482,"Search engine results page"
2348482,Typeface
2767882,Vocabulary
1148247,"Semantic search"
1148247,XML
1148247,"Information retrieval applications"
1148247,"Information needs"
1148247,"Query language"
1148247,"Text corpus"
1148247,"Information retrieval"
1148247,Semantics
75350,"Constant linear velocity"
75350,"Access method"
75350,"Computer file"
75350,"Constant angular velocity"
75350,"Write once read many"
75350,"Optical disc"
75350,CD-ROM
75350,B-tree
1009135,"Information retrieval"
1009135,Video
1009135,"Content-control software"
1009135,Metadata
1009135,"Digital image"
1009135,Semantics
564474,"Web search engine"
564474,"World Wide Web"
564474,Lycos
564474,"Open Directory Project"
564474,Netscape
564474,"Automatic transmission"
564474,Ranking
564454,"Database normalization"
564454,"Normalization (Czechoslovakia)"
564454,"Information retrieval"
384034,Combination
342777,"Huffman coding"
342777,"High-level programming language"
342777,"Character encoding"
342777,"Assembly language"
342777,Codec
342777,"String (computer science)"
342777,"Data compression"
342777,Code
42039,"Full text search"
42039,"Information retrieval"
42039,"Logical conjunction"
42039,"Concordance (publishing)"
42039,"Query optimization"
42039,Database
42039,"Coordinate system"
42039,Bitmap
253190,"Document retrieval"
253190,"Concordance (publishing)"
253190,"Information retrieval"
253190,"Italic type"
253190,Pruning
62500,"Concordance (publishing)"
62500,"Full text search"
62500,"Information retrieval"
62500,"Data compression"
62500,"List (abstract data type)"
62500,Input/output
564499,"Ontology (information science)"
564499,"World Wide Web"
564499,"Yellow Pages"
564499,"User agent"
564499,"Document Object Model"
564499,"Markup language"
860506,Distillation
860506,Hyperlink
860506,"User (computing)"
860506,"World Wide Web"
860506,"Graph (mathematics)"
860506,"Analysis of algorithms"
1835559,Multilingualism
1835559,"Pulse repetition frequency"
1835559,"Second language"
1835559,Synonym
1835559,Lexicon
1835559,"Finnish language"
1835559,"Hungarian language"
383982,XML
383982,Underline
383982,XQuery
383982,"Query language"
383982,"Structured document"
383982,"Node (computer science)"
383982,"Relational database"
2348419,"Knowledge transfer"
2348419,"Knowledge base"
2348419,"Knowledge Transfer Partnerships"
2348419,"Information filtering system"
2348419,"Inductive transfer"
2348419,"Text mining"
2348419,"Knowledge representation and reasoning"
2348419,Interdisciplinarity
1009065,Timeline
258534,"Index term"
258534,"Information retrieval"
215345,"Natural units"
1277924,"Page layout"
1277924,"Web page"
1277924,"Visual perception"
1277924,"Information retrieval"
1277924,"World Wide Web"
1277924,Semantics
98007,"Modal logic"
98007,"Information retrieval"
98007,"Model theory"
98007,"Application software"
98007,"C. J. van Rijsbergen"
98007,"Full text search"
98007,"Natural language user interface"
291071,"Image retrieval"
253212,"Plain text"
253212,"Information retrieval"
253212,Thesaurus
253212,"Natural language user interface"
253212,"Text corpus"
253212,"Pattern matching"
253212,"Structured document"
1390569,"Desktop search"
1390569,"Computer file"
1390569,Email
1390569,"User (computing)"
1390569,"Application software"
2609493,"Factor analysis"
2609493,"Latent variable"
2609493,"Collaborative filtering"
2609493,"Correlation and dependence"
2609493,"Linear subspace"
2611187,"Recommender system"
2611187,Personalization
2611187,"Location awareness"
2611187,Music
2611187,"Artificial intelligence"
2611187,"Generative model"
2611187,Globalization
2609592,"Novikov self-consistency principle"
2609592,"Greedy algorithm"
2609592,Metaheuristic
2609592,"Viral marketing"
2609592,"Vertex (graph theory)"
2609592,"Social network"
2609592,"Word-of-mouth marketing"
2767869,"Recommender system"
2767869,Music
2767869,Playlist
2767869,"User interface"
2767869,"Location awareness"
2767869,"Use case"
2767869,Sequence
2767869,Semantics
1835585,"Regression analysis"
1835585,"Statistical classification"
1835585,Personalization
1835585,Entropy
2010065,"Reduction (complexity)"
2010065,NP-hard
2010065,"Approximation algorithm"
2010065,"Diversification (marketing strategy)"
2010065,"Online shopping"
2010065,"Data type"
2010065,"Information retrieval"
384091,"Image retrieval"
384091,"World Wide Web"
2010153,"Knowledge base"
2010153,"Unstructured data"
2010153,"Semi-structured data"
2010153,"Open source"
277437,"Visual poetry"
277437,"Abstract art"
1148339,Annotation
1835652,PageRank
1835652,"Web page"
1835652,"World Wide Web"
1835652,Publication
2767718,"Matrix (mathematics)"
2767718,Scalability
2767718,"Matrix decomposition"
2767718,"Recommender system"
2767718,Netflix
2767718,"Partition of a set"
2767718,MovieLens
2767718,"Parallel computing"
860447,Hyperlink
860447,Thesaurus
860447,"World Wide Web"
860447,"Web application"
860447,"Query expansion"
860447,"Question answering"
860447,"Natural language processing"
564390,Prediction
564390,"Frequency analysis"
564390,Personalization
564390,"Markov model"
2484061,"Information theory"
2484061,Pruning
2484061,"Cross entropy"
2484061,"Problem of induction"
2484061,"Uniform distribution (continuous)"
2484061,"Analysis of algorithms"
2484061,"Convex hull"
1148245,"Statistical model"
1148245,Ranking
1148245,"Text Retrieval Conference"
1148245,"Information retrieval"
1148245,"Expected value"
1148245,Probability
1148245,"Information needs"
1390511,"Bug tracking system"
1390511,"Information retrieval"
1390511,"Cluster analysis"
1390511,"Software bug"
1390511,"Open-source software"
1390511,"Support vector machine"
1390511,"Computer program"
258532,"Chinese character"
258532,Dictionary
258532,"Document retrieval"
277436,"Semantic search"
277436,Semantics
277436,"Abstract (summary)"
2484108,"Recommender system"
2484108,"Tag (metadata)"
2484108,"Relevance feedback"
2484108,"User (computing)"
2484047,"Gibbs sampling"
2484047,"Scientific modelling"
2484047,"Generative model"
2484047,Time
2484047,"Recommender system"
291070,Website
291070,"World Wide Web"
2010154,"Context awareness"
2010154,"Desktop search"
2010154,"Search algorithm"
2010154,"User (computing)"
2010154,"Hidden Markov model"
2010154,"User model"
2348388,Calibration
2348388,"Question answering"
2348388,Bias
2348388,"Supervised learning"
2348388,"Machine learning"
2348388,"Thumbs signal"
98013,"Information retrieval"
98013,"Process (computing)"
98013,"Semantic network"
98013,"Empirical research"
2348372,Twitter
2348372,"Information overload"
2348372,"Social relation"
2348372,Authority
2348372,"Social network"
2348372,Chronology
2348436,Geotagging
2348436,"Recommender system"
2767766,"Spam (electronic)"
2767766,"Internet forum"
2767766,"E-mail spam"
2767766,"User profile"
2767766,"User (computing)"
2767766,"Association rule learning"
2767766,"F1 score"
2010051,"World Wide Web"
2010051,"A/B testing"
2010051,"Clickthrough rate"
2010051,Determinism
2010051,"Naive Bayes classifier"
2010051,"Likelihood function"
2010051,"Recommender system"
2010051,"Electronic commerce"
1390433,Anatomy
1390433,"Matrix (mathematics)"
1390433,"Eigenvalues and eigenvectors"
1390433,Sequence
1390433,"Scientific modelling"
1277973,"Desktop search"
1277973,"Full text search"
1277973,"Information retrieval"
1277973,"Widget toolkit"
1277973,"Mobile application development"
2484057,Microblogging
2484057,Organization
2484057,"Data collection"
2484057,"Public sector"
2484057,Market
1572177,Lifelog
1572177,"Sensory cue"
1572177,Geolocation
1572177,"Real life"
1572177,Experience
1572177,"Digital photography"
1572177,"Attribute (computing)"
1572177,Memory
1277855,"Heavy-tailed distribution"
1277855,"Zipf's law"
1277855,"Inverted index"
1277855,"Power law"
1277855,"Text corpus"
1277855,"Information retrieval"
1277855,Database
2010164,"Text Retrieval Conference"
2010164,"Command-line interface"
2010164,"Learning curve"
2010164,"Graphical user interface"
2010164,"Image retrieval"
2010164,"Information retrieval"
2010164,"Application software"
1835635,Database
1835635,"Composite material"
1835635,"Nuclear fusion"
1835635,"Compact space"
1835635,MPEG-7
1835635,"Information retrieval"
1148291,"Text segmentation"
1148291,"Systemic functional grammar"
1009141,"Semantic Web"
1009141,Armadillo
75353,"Digital signature"
75353,Discrimination
75353,"Access method"
75353,"File signature"
75353,Spacetime
2348489,"Web search engine"
2348489,"Machine learning"
2776787,"Vertical search"
2776787,"Web search engine"
2776787,"Relevance (information retrieval)"
2776787,PageRank
2776787,Ranking
2776787,"Machine learning"
2776787,Shopping
2010187,"Information management"
2010187,"Information retrieval"
2010187,"Motion detector"
2010187,"Tablet computer"
2010187,"Near field communication"
2010187,Gyroscope
2010187,Accelerometer
2010187,"Mobile device"
1009080,"Relevance (information retrieval)"
1009080,"Information retrieval"
1009080,Internet
1009080,"Cognitive bias"
2484161,"Logistic regression"
2484161,Ranking
2484161,"Information retrieval"
2484161,"Correlation and dependence"
2484161,"Metasearch engine"
2484161,Probability
2484161,Readability
2484094,"Relevance (information retrieval)"
2484094,"Expected utility hypothesis"
2484094,Utility
2484094,"Information needs"
2484094,"Novelty (patent)"
2348522,PageRank
2348522,"Text Retrieval Conference"
2348522,Terabyte
2348522,Hypothesis
2348398,"Document retrieval"
2348398,Hypothesis
2348398,"User (computing)"
1835657,Hyperlink
1835657,"Relevance (information retrieval)"
1835657,"User (computing)"
1835657,"World Wide Web"
1835657,"Information needs"
1835657,Probability
133215,"Information visualization"
133215,Bead
133215,"Multidimensional scaling"
133215,"Multivariate statistics"
133215,"Three-dimensional space"
133215,Map
215326,Archive
215326,"Semantic memory"
215326,Internet
2609535,Effectiveness
2609535,"Web search engine"
2609535,"Online and offline"
2609535,"User (computing)"
2609535,"User interface"
1148290,"Test (assessment)"
1148290,Interactivity
1148290,Automation
1148290,"Quality assurance"
1148290,Self-awareness
1076144,"Expected value"
1076144,"Convex set"
2348360,"Social network"
2348360,"Topic model"
2348360,"Latent Dirichlet allocation"
2348360,"Graph (mathematics)"
2348360,"Group (mathematics)"
2484086,"Social network"
2484086,"Topic model"
2484086,"Data set"
2484086,"Conceptual model"
2484086,"Graph (mathematics)"
2484086,"Group (mathematics)"
1277869,"Federated search"
1277869,Efficiency
1277869,"Mathematical optimization"
1277869,Utility
2010123,"Statistical model"
2010123,"Social network"
2010123,"Discriminative model"
2010123,"Latent class model"
2609526,"Context (language use)"
2609526,"Sentence (linguistics)"
2609526,"Learning to rank"
2609526,Wikipedia
98229,"Knowledge base"
98229,Office
98229,"Document retrieval"
98229,"Document classification"
98229,"Knowledge management"
98229,"Knowledge representation and reasoning"
1148230,"Software framework"
1148230,Database
42025,"Information retrieval"
42025,"Document retrieval"
42025,"Poisson distribution"
42025,"Independence (probability theory)"
42025,"Statistical model"
42025,"Feature vector"
2767809,"Power management"
2767809,"Central processing unit"
2767809,"Web search engine"
2767809,"World Wide Web"
2767809,"Linux kernel"
2767809,"Data center"
2767809,"Server (computing)"
2484204,"Closed captioning"
2484204,"Web content"
2484204,Internet
2484204,Broadcasting
2484204,News
2484204,Microphone
2484204,"Television network"
1277814,Spamdexing
1277814,"World Wide Web"
1277814,Topology
1277814,"Spam (electronic)"
1277814,Webgraph
1277814,"Web search engine"
1277814,"Web page"
1277814,"E-mail spam"
2484224,"Recommender system"
2484224,Benchmarking
2484224,"Information retrieval"
2484224,"Stress (biology)"
62445,"Information retrieval"
62445,Ethnography
62445,"Cognitive psychology"
62445,"Information processing"
62445,"Knowledge worker"
62445,Anthropology
1076094,"Statistical classification"
1076094,"Speech act"
1076094,Email
1076094,Word
1076094,"Statistical significance"
1076094,"Maximum entropy probability distribution"
2009929,"Risk factor"
2009929,"Evidence-based medicine"
2009929,Symptom
2009929,Disease
2009929,"Medical sign"
2348426,"Information retrieval"
2348426,"Software framework"
1572056,Subjectivity
1572056,"Web page"
1572056,Blog
1572056,"Text Retrieval Conference"
1835540,Crowdsourcing
1835540,"Systematic error"
1835540,"Text Retrieval Conference"
1835540,"Amazon Mechanical Turk"
1835540,"Cranfield Experiments"
1835540,"Quality control"
1148289,"Logistic regression"
1148289,"Support vector machine"
1148289,"Information retrieval"
2348542,"Information retrieval"
2348542,"Web search engine"
1835675,"Information retrieval"
1835675,"Text Retrieval Conference"
1835675,"Relevance feedback"
1835675,"Relevance (information retrieval)"
1835675,Crowdsourcing
1835675,"Statistical inference"
1835675,Inference
1390451,"Discounted cumulative gain"
1390451,"Relevance (information retrieval)"
1390451,"Text Retrieval Conference"
1390451,"Social class"
1148219,"Information retrieval"
1148219,"Selection algorithm"
1148219,"Confidence interval"
1148219,"Relevance (information retrieval)"
1148219,"Probability distribution"
1148219,"Group (mathematics)"
2767812,"Sequential analysis"
2767812,Effectiveness
2602292,"Statistical significance"
2602292,"Information retrieval"
2602292,"Statistical hypothesis testing"
2602292,P-value
2602292,"Medical research"
2010037,"Conceptual framework"
2010037,"Conceptual model"
2010037,Utility
2010037,Hypothesis
2010037,"Discount function"
2010037,"Function (mathematics)"
1572017,"Rank correlation"
1572017,"Statistical significance"
1572017,"Correlation and dependence"
1572017,Statistics
1572017,"Probability amplitude"
1277754,"Information retrieval"
1277754,"Scientific method"
1277754,"Relevance (information retrieval)"
2609462,"Modeling language"
2609462,"User (computing)"
2609462,"Information retrieval"
2609462,Self-organization
2609462,"Software framework"
511773,"Word processor"
511773,"Content analysis"
511773,"Computer program"
1835480,"Cluster analysis"
1835480,"Computable function"
1835480,"Optimization problem"
1835480,Approximation
1835480,"Stochastic optimization"
1835480,"Graph (mathematics)"
1835480,"Loss function"
1835480,"Upper and lower bounds"
1076129,Annotation
1076129,"Information retrieval"
1076129,"Digital image"
1076129,Semantics
1076129,Database
1076129,"Joint probability distribution"
1076129,"Feature selection"
1076129,"Statistical model"
1835683,"Information retrieval"
1835683,"Information retrieval applications"
1835683,"Text Retrieval Conference"
1835683,"Relevance feedback"
1835683,"Web search engine"
1835683,Prediction
1835683,"Computer performance"
1571967,Wikipedia
1571967,"Cluster analysis"
1571967,Encyclopedia
1571967,"Free content"
1571967,Statistics
2348540,"Performance prediction"
2348540,"Computer performance"
1390468,"Information retrieval"
1390468,"Social bookmarking"
1390468,Personalization
1390468,"Business process"
2348529,"Text messaging"
2348529,"Internet forum"
2348529,Conversation
2348529,"Social media"
2348529,"Natural language processing"
2348529,Email
2348529,Blog
1148270,"Information graphics"
1148270,"Digital library"
1148270,"Bar chart"
1148270,Message
1148270,"Information retrieval"
1148270,"Entity¿relationship model"
2767741,"Qualitative research"
2767741,Laboratory
1148205,"Document retrieval"
1148205,Ranking
1148205,"Support vector machine"
1148205,"Ranking SVM"
1148205,"Learning to rank"
1148205,"Quadratic programming"
1148205,"Loss function"
1148205,"Gradient descent"
1390377,"Supervised learning"
1390377,"Text Retrieval Conference"
1390377,"Unsupervised learning"
