paper_id,refer_id
2063775,323651
2063775,1646301
2063775,1526853
2063775,1009030
1460029,985389
1460029,89095
1460029,974367
1460029,1122629
1460029,320218
1460029,1220295
1460029,979678
1460029,1192273
1460029,972458
1460029,972779
1871519,1148177
1871519,772262
1871519,1390419
1871519,1367561
1871519,1367505
1871519,1009000
1871519,1076086
1871519,1855147
1871519,1390394
1871519,1718489
1871519,125189
1871519,1422623
1871519,988738
1871519,988739
1871519,1646008
1871519,582418
1871519,1881072
1871519,775233
1871519,1009027
1871519,383970
1871519,1572023
1871519,1009026
1871519,860463
1871519,1367557
1871519,1031181
1871519,1325170
1871519,1055771
1871519,1390407
1871519,1148204
1871519,1242628
1871651,1526778
1871651,582418
1871651,1135835
1871651,655813
1871651,1572039
1871651,1458147
1458496,649711
1458496,170072
1458496,335372
1458496,1076797
1458496,672836
1458496,1018323
1458496,844811
1458496,1008702
1458496,1133915
1458496,1336113
1458496,1095618
1458496,63601
2063857,215334
2063857,972755
2505751,1150412
2505751,1963488
2505751,988752
2505751,22171
2505751,314315
2505751,1182343
2505751,2005588
2505751,2015653
2505751,1242635
2505751,313605
2505751,1217301
2505751,114311
2505751,263872
2505751,2311909
2505751,1921073
2505751,803648
2505751,2247652
2396816,375668
2396816,2144081
2396816,335388
2396816,2197116
2396816,1281219
2396816,1363093
2396816,161259
2396816,882086
2396816,2429044
2396816,1442809
2396816,2233262
2396816,1511413
2396816,1969615
2063606,1148177
2063606,1277902
2063606,1148375
2063606,1390419
2063606,1526778
2063606,1277784
2063606,1458095
2063606,1572003
2063606,1645966
2063606,582418
2063606,2150005
2063606,1076063
2063606,1229181
2063606,1772749
2063606,1429921
2063606,1871571
2063606,291008
2063606,1081899
2063606,1835550
2063606,1646178
2063606,1031192
2063606,1871507
2063606,2111239
191249,115830
191249,81540
191249,16861
191249,129802
191249,588100
191249,34886
191249,654002
191249,539513
191249,672504
191249,74914
191249,42447
191249,627483
584817,564727
584817,335395
584817,66951
584817,754680
584817,655419
584817,650212
584817,375722
502603,188554
502603,243278
502603,288651
502603,653070
502603,354794
502603,243276
502603,288648
502603,291008
502603,63601
502603,54260
502603,333772
502603,539927
502603,188508
502603,188496
502603,312647
1460030,77013
1460030,659880
1460030,188499
1460030,1390767
1460030,196846
1460030,564425
1460030,564424
1460030,584848
1460030,936096
1460030,101310
1460030,230796
1460030,188499
2662047,1768848
2662047,2579645
2662047,1860722
2662047,1128824
2662047,2040945
2662047,2175221
2662047,993483
2662047,2020495
2662047,2639760
2662047,189489
2662047,1772720
2662047,2028070
2662047,1014066
2662047,2326469
2662047,1442794
2662047,875529
2662047,1143889
2662047,1390719
2662047,161964
2662047,1860719
2662047,2076785
2662047,1599279
2662047,720290
2662047,1081950
2662047,2046698
2662047,2343688
2662047,1997366
2662047,2166380
2662047,1690723
2662047,2051923
2662047,1178821
2662047,2339697
221578,627535
221578,115815
221578,692035
221578,689136
221578,627609
221578,754137
221578,200642
221578,654492
221578,672335
221578,77644
221578,627442
221578,163177
221578,161621
221578,642836
221578,627572
221578,627460
221578,654330
221578,188482
221578,627644
221578,627711
2665996,2472636
2665996,1935880
2665996,2484166
2665996,2487682
2665996,2396884
2665996,1150450
2505709,2491785
2505709,243274
2505709,138861
2505709,290998
2505709,1321486
2505709,1646071
2505709,1397741
2505709,1183671
2505709,594042
2505709,1823431
2505709,1772777
2505709,1835643
2505709,243202
2505709,1076054
2505709,984322
2505709,1015332
2505709,1009052
2505709,2063992
354854,793744
354854,924928
354854,326441
354854,655413
354854,588065
354854,726701
354854,362685
354854,653379
354854,673613
354854,827905
354854,655227
354854,14837
354854,653997
354854,8134
354854,115795
354854,62618
354854,673490
354854,672515
354854,184638
354854,29237
354854,673457
354854,237717
354854,176568
354854,187786
354854,727821
354854,319561
354854,22548
354854,655385
354854,653722
1460040,860497
1460040,1317707
1460040,241257
1460040,1013534
1460040,290957
1460040,291014
1871540,1646183
1871540,290998
1871540,1390356
1871540,657278
1871540,364120
1871540,545578
1871540,383972
1871540,1835900
1871540,1128768
1871540,1458218
1871540,1401952
1871540,1215470
1871540,1645988
1871540,1394399
1871540,1277796
1871540,335846
1871540,539927
1871540,106783
1871540,275712
1871540,290996
1871540,505283
1871540,258530
1871540,860481
1871540,320022
1871540,988764
1871540,1132957
1871540,1390374
1871540,1193342
1871540,1026326
1871540,1711714
1871540,956902
1871540,1076054
1871540,502654
1871540,1009052
1871540,384012
1646183,1148215
1646183,364120
1646183,364191
1646183,133172
1646183,1458218
1646183,657484
1646183,505283
1646183,1193342
2661972,924436
2661972,959879
2661972,1622780
191262,163482
191262,22945
191262,318839
191262,4198
191262,627401
191262,273
191262,22891
191262,36172
191262,13433
191262,320476
1458235,381890
1458235,860464
1458235,1076089
1458235,1547244
1458235,372165
1458235,383985
1458235,872762
1458235,1185883
1458235,694968
1458235,1148218
1458235,1198297
1458235,1416951
1458235,65945
1458235,1197141
1458235,564768
502635,301024
502635,196846
502635,754278
502635,258540
502635,290958
502635,243212
502635,312690
502635,290957
502635,243213
502635,78610
502635,243202
584848,301024
584848,1621765
584848,160758
584848,231890
584848,243209
584848,160718
584848,78610
584848,267957
2662032,1150412
2662032,245124
2662032,1350127
2662032,1806856
2662032,2505697
2662032,1624317
2662032,582418
2662032,2169782
2662032,1297235
2662032,1370779
2662032,1480824
2662032,2086272
2662032,956782
2662032,2035601
956914,515595
956914,772271
956914,772264
956914,772263
956914,576628
956914,502592
956914,539927
956914,15231
956914,54266
354843,290954
354843,578533
354843,930704
354843,576628
354843,539927
354843,290953
319971,264784
2513209,188561
2513209,1571954
2513209,984322
1871622,1162264
1871622,328959
1871622,673006
1871622,362025
1871622,1085387
1871622,502808
1871622,671005
1871622,1024431
1871622,794514
1871622,767095
1871622,1462308
1871622,134841
1871622,628207
1871622,313789
2063794,1164152
2063794,1083764
2063794,1086639
2063794,1248144
2063794,1315553
2063794,24041
2063794,1100391
2063794,1458154
2063794,1326019
2063794,1315471
2063794,1328159
2063794,802557
956896,956842
1645968,1031472
1645968,383954
1645968,1328968
1645968,1480508
1645968,1060831
1645968,1541884
1645968,1135810
1645968,1062760
1645968,331504
1645968,1011430
1645968,1063280
1645968,1357127
1645968,1017069
1645968,1363946
1645968,1183627
1645968,1118247
1645968,1097063
1645968,1121978
1645968,1347509
1645968,290956
2064053,2064713
2064053,2064717
2064053,2064719
2064053,1871962
2064053,2064720
2064053,2064721
2064053,2064722
2064053,2064723
2064053,2064727
2064053,2064729
2663539,2666194
2663539,2666191
2663539,2666185
2663539,2666193
2663539,2666192
2663539,2666186
2663539,2666195
2663539,2666196
2663539,2666188
2663539,2666197
2513210,2488003
2513210,2187872
2513210,2064723
2513210,2488515
1099621,956842
1099621,1018997
1099621,333138
1458228,2123317
1458228,550737
1458228,564739
1458228,1066236
1458228,1133916
1458228,956788
1458228,1024313
1458228,660833
1458228,2223485
1458228,1337102
1458228,1106398
1458228,956764
1458228,1270884
1458228,1053095
1458228,1337102
1458330,1024313
1458330,1474684
1458330,550737
1458330,1048864
2398560,2010137
2398560,1835545
2398560,1148238
2398560,1242763
2398560,1146848
2398560,1645967
2398560,1871507
1321558,1766143
1321558,1224709
1321558,640671
1321558,929396
1321558,723414
1321558,1105891
1321558,283394
1321558,1099583
1321558,561620
1646273,1277904
1646273,1183644
1646273,383958
1646273,1344415
1646273,1277776
1646273,1367504
1646273,1390359
2507840,1541882
2507840,2118263
2507840,2101382
2507840,1119749
2507840,559923
1183662,1080890
1183662,361007
1183662,345953
1183662,958500
1183662,1060303
1183662,989470
1183662,1032884
1183662,570750
1183662,940937
1183662,958498
1458569,243208
1458569,215358
1458569,54260
2398672,1328968
2398672,2009933
2398672,1458320
2398672,1718490
2398672,1772725
2398672,1873815
2398672,2009984
2398672,1718489
2398672,1247720
2398672,383970
2398672,956951
2398672,1935842
2398672,1498839
2398672,1620899
2514701,2481250
2514701,1611670
2514701,1345465
2514701,963772
2514701,2339653
2514701,1401944
2514701,1557072
2514701,1273596
191259,654635
191259,671301
191259,727006
191259,5531
191259,756462
191259,122066
191259,753044
191259,654959
191259,727029
584839,656103
584839,672367
584839,78718
584839,346403
584839,304242
584839,672372
584839,262770
584839,558776
584839,656371
584839,696354
584839,656389
584839,671499
584839,533142
1871904,1548976
1871904,1289615
1871904,543615
1871904,1590952
1871904,1420176
1871904,1066296
1871904,1516405
1871904,1657124
1871904,1129942
1871904,1547706
1871904,1577845
1871904,1330323
1871904,1037096
1871904,1084812
1871904,253804
1099635,564397
1099635,964285
1099635,312668
1099635,290947
502697,262228
502697,1256510
502697,243208
502697,345552
502697,290950
502697,263779
502697,243258
2398572,2124319
2398572,1858722
2398572,1376819
2398572,1341560
2398572,1461583
2398572,944013
2398572,1220619
584824,375705
584824,671335
584824,655434
584824,673462
584824,338285
584824,285287
584824,375706
584824,765753
584824,672362
584824,220198
584824,564763
584824,672041
584824,671692
584824,193265
584824,564761
584824,880589
584824,2312794
584824,248182
584824,335390
956913,735570
956913,313121
956913,371960
956913,972721
956913,75355
956913,541177
956913,290995
956913,295807
956913,539927
956913,974587
956913,981684
354816,274700
354816,297827
354816,276685
354816,315045
354816,74249
354816,204774
354816,974599
354816,979630
354816,152181
354816,234834
354816,993338
354816,974602
2063868,1645968
2063868,2128352
2063868,1277831
2063868,1390394
2063868,1935862
2063868,956951
2063868,1871663
2063868,990945
2063868,291008
2063868,1487070
2063868,1508675
2063870,1242595
2063870,1645968
2063870,1060752
2063870,1807400
2063870,1935862
2063870,1871663
2063870,1487070
2063870,188561
2063870,1508675
2398427,2079850
2398427,2163014
2398427,2075171
2398427,1083745
2398427,1007612
2398427,1287422
2398427,375731
2398427,511532
2398427,1687665
2398427,872784
2398427,1265175
2398427,1023914
2398427,1434104
2398427,2099034
2398427,1645959
2398427,1860708
2398427,1054030
2398427,672191
2398427,879024
2398427,671677
2398427,671326
2398427,1453931
2398427,1224705
2398427,1287421
2398427,767154
2398427,2166183
2398427,775179
2398427,1007582
2398427,1007583
1646148,170072
1646148,756628
1646148,312263
1646148,593515
1646148,312241
1646148,312191
1646148,1131302
1646148,954525
1646148,502561
1646148,1150438
1646148,956781
1646148,502572
1871515,258201
1871515,139450
1871515,1148181
1871515,1625703
1871515,290169
1871515,207583
1871515,956965
1871515,1511330
1871515,1568639
1871515,647371
1871515,1478901
1871515,1557074
1871515,723916
1871515,1577401
1871515,2793
1871515,500776
1871515,1242603
1321488,939512
1321488,345565
1321488,297827
1321488,1277783
1321488,1277837
1321488,1009000
1321488,503109
1321488,971525
1321488,1642461
1321488,1013467
1321488,502647
1321488,1148265
1321488,313023
1321488,1076119
1321488,1242643
1321488,54260
1321488,1009035
1321488,346284
1321488,1076070
1321488,1135813
1183648,553876
1183648,956944
1183648,765533
1183648,628009
1183648,274160
1183648,511488
1183648,593439
1183648,829161
1183648,160689
1183648,649721
1183648,1005345
1183648,541177
1183648,152181
1183648,1005336
1183648,211359
1183648,312647
1183648,657137
1316881,1238688
1316881,648056
1316881,279007
1316881,975251
1316881,212725
1316881,1622868
1316881,382914
1871528,671347
1871528,304207
1871528,1328968
1871528,765854
1871528,1277831
1871528,1326029
1871528,1247504
1871528,1053475
1871528,332554
1871528,764216
221321,642895
221321,660282
221321,642899
221321,574173
221321,573821
221321,188480
221321,583310
2661928,2452389
2661928,1347495
2661928,1868248
2661928,2398398
2661928,2405911
2661928,159921
2661928,362979
2661928,1483968
2661928,500776
2661928,1028102
2064041,2064700
2064041,2064701
2064041,2064702
2064041,2064704
2064041,2064705
2064041,2064706
2064041,2064707
2064041,2064709
2064041,2064710
2064041,2064711
2064041,2064712
1646267,1453903
1646267,347176
1646267,2074100
1646267,1458217
1646267,1102363
1646267,1526711
1646267,1458233
1646267,1277784
1646267,1367506
1646267,1076063
1646267,1135835
1646267,1401944
1646267,1390404
1646267,1242643
1646267,1592755
1646267,1722153
1646267,371974
1646267,1136004
2063662,1014062
2063662,1625385
2063662,792552
2063662,1541884
2063662,1538772
2063662,1772893
2063662,1242602
2063662,243216
2063662,42779
2063662,1148241
2063662,1054991
2063662,1835566
2063662,1367562
2063662,988762
2063662,1557149
2063662,1394399
2063662,1069727
2063662,238489
2063662,539927
2063662,988675
2063662,603540
2063662,655669
2063662,1277759
2063662,1390363
2063662,290956
2063662,313054
2063662,1009030
2661991,948219
2661991,285059
2661991,1973450
2661991,1901215
2661991,1275097
2661991,1015474
2661991,2170464
2661991,1784872
2661991,2426138
2661991,1972463
1458301,1247492
1458301,1547137
1458301,1287383
1458301,774552
1458301,1294215
2063954,1963196
2063954,1341557
2063954,1526995
2063954,570182
2063954,1541882
2063954,1555449
2063954,1641330
2063954,1431987
2063954,1028946
2063954,1015448
2063954,1772847
2063954,1961135
170122,76895
170122,356782
170122,38752
170122,30425
170122,654315
170122,627585
2507884,1148284
2507884,2260661
2507884,1837906
2063926,1442157
2063926,1557033
2063926,944937
2063926,1458202
2063926,1553388
2063926,1553460
2063926,860485
238565,101641
238565,627400
238565,94911
238565,156644
238565,655593
238565,210335
238565,678041
238565,672498
238565,42790
1183726,1148254
1183726,381180
1321550,375668
1321550,1107334
1321550,670167
1321550,1038218
1321550,956758
1321550,98741
1321550,361007
1321550,673502
1321550,502809
1321550,335388
1321550,502808
1321550,502554
1321550,671334
1321550,671529
1321550,764218
1321550,335437
1321550,1150447
1321552,375668
1321552,1107334
1321552,670167
1321552,1038218
1321552,543615
1321552,956758
1321552,98741
1321552,335388
1321552,502808
1321552,776986
1321552,502554
1321552,671334
1321552,671529
1321552,764218
1321552,280635
1321552,335437
1321552,1164145
1321552,347160
1183645,383957
1183645,1076075
1183645,1148235
1183645,2111682
1183645,956944
1183645,215329
1183645,253515
1183645,1060783
1183645,305119
1183645,326445
1183645,2113258
1183645,236245
1183645,358466
1183645,383958
1183645,1076074
1183645,1076077
1183645,220057
1183645,1121636
1183645,1132959
2661955,2238668
2661955,1945049
2661955,2391011
2661955,2387737
2661955,2238669
2661955,2145544
2661955,1220406
2661955,1613831
2661955,2145580
2661955,1870521
2661955,1072221
2661955,1934594
2661955,658142
2661955,1072378
2661955,1597662
2661955,1268658
2661955,972724
2661955,102425
2661955,1861756
2661955,1873923
1458325,1007765
1458325,373517
1458325,1102400
1458325,982866
2396769,1070751
2396769,780558
2396769,1401902
2396769,291025
2396769,509965
2396769,1148245
2396769,1208656
2396769,2104699
2396769,249368
2396769,1044732
320060,111803
320060,34405
320060,627128
320060,179750
320060,75391
320060,4519
320060,281682
1646055,1390517
1646055,1572031
1646055,384009
1646055,1277820
1646055,383040
1646055,2182348
1646055,1148296
1646055,1072345
1646055,643495
1646055,2102828
1646055,215358
1646055,258587
1646055,215366
1646055,384005
1646055,1757811
1646055,546466
1646055,1763662
1646055,1965575
1646055,384012
1646055,1073082
2398749,1807148
2398749,1376645
2398749,2320790
2398749,2375237
2398749,1251264
2398749,2015851
2398749,1989358
2398749,1807231
2398749,1731354
2661909,1753976
2661909,2124341
2661909,2505717
2661909,372165
2661909,2011254
2661909,1390462
2661909,1754025
2661909,2187914
2661909,2398570
2661909,607609
2661909,2208591
2661909,2348313
2661909,1979125
2661909,2556265
2661909,2188054
2661909,634233
2661909,2208705
2661909,2488471
2661909,1823564
2661909,1672978
2661909,1346224
2661909,1358797
2661909,1141542
2661909,2609489
2661909,2348514
2661909,355013
320062,330655
320062,841847
320062,295911
320062,215316
320062,297251
2065041,1908004
2065041,133214
2065041,844756
2065041,1907999
2065041,1255439
2065041,1749525
2065041,1864746
2065041,614509
2065041,1106579
2065041,1348556
2065041,949654
2065041,1271657
2065041,1772751
2065041,1908003
2065041,1557077
2065041,1240775
2065041,1477431
2065041,1631148
2065041,78223
2065041,1313139
2065041,857579
2505525,1781932
2505525,1963499
2505525,1282167
2505525,1863193
2505525,1935917
2505525,1397741
2505525,1772751
2505525,2187871
2505525,1557077
2505525,2068852
2505525,1963503
2505525,1935844
2505525,1871996
2505525,1871737
2505525,1935863
191307,298579
191307,128750
191307,61691
191307,38758
191307,519743
191307,653995
191307,602266
191307,15908
191307,318586
191307,578095
191307,322267
191307,77587
191307,77589
2662027,1855087
2662027,2484200
2662027,1083391
2662027,2127066
2662027,1229196
2662027,2127086
2662027,2063029
2662027,2035397
2662027,1286840
2662027,2283838
2662027,2540240
2662027,2577011
2662027,1774384
2662027,2536149
2662027,2008894
2662027,1796594
2662027,2577016
2662027,1419696
2662027,1561576
2662027,2505689
2662027,2176894
191318,115854
191318,582400
191318,170180
191318,94409
2398432,1498766
2398432,2063611
2398432,1996909
2398432,1571997
2398432,1835564
2398432,1840801
2398432,291025
2398432,1646033
2398432,1935847
2398432,1612356
2398432,1498825
2398432,1571998
2398432,1572002
2398432,1390393
2398432,1963419
2398432,1935922
2398432,1390255
2398432,1390420
2398432,1871506
2661930,2398432
2661930,2505693
2661930,2063611
2661930,1571997
2661930,1835564
2661930,1840801
2661930,1835459
2661930,1240690
2661930,1498825
2661930,1571998
2661930,1840812
2661930,1760202
2661930,1076063
2661930,1390393
2661930,1963419
2661930,1935922
2661930,1390420
2661930,2040349
2661930,1871506
2661930,329554
2661930,2348302
1646115,1571997
1646115,1106329
1646115,383040
1646115,215328
1646115,1498825
1646115,1571998
1646115,320252
1646115,1287404
1646115,1390393
1646115,1117466
1646115,1076115
1646115,275705
1646115,1458222
1646115,1117467
1646115,1148196
1646115,1763674
1646115,2114202
1646115,860490
1646115,1031180
1646115,584856
1646115,1572014
1646115,384083
1646115,312687
2505693,1277979
2505693,2398432
2505693,2063611
2505693,1571997
2505693,1835564
2505693,1840801
2505693,2505714
2505693,1498825
2505693,1571998
2505693,1390393
2505693,2063649
2505693,1963419
2505693,1935922
2505693,1390420
2505693,1871506
2505693,2348302
2063611,1996909
2063611,1571997
2063611,1835564
2063611,309508
2063611,1498825
2063611,1571998
2063611,775067
2063611,1572002
2063611,1772749
2063611,1390393
2063611,1273567
2063611,1618304
2063611,1394399
2063611,1935922
2505545,545178
2505545,545464
2505545,1995598
2505545,1401898
2505545,1655813
2505545,2020513
2505545,1208774
2505545,28396
2505545,1251264
2505545,2487678
2505545,1772751
2505545,1450496
2505545,2133976
2505545,2154820
2505545,1963491
2505545,1557111
1646031,1572081
1646031,122861
1646031,1076084
1646031,1148193
1646031,204454
1646031,1009025
1646031,383972
1646031,1099696
1646031,1031229
1646031,1076115
1646031,290995
1646031,1416952
1646031,1076064
1646031,1321528
1646031,1121636
1646031,1390346
1646031,984322
1646031,1321540
1646031,291014
1458253,1194905
1458253,1336050
1458253,262870
1458253,2073883
1458253,1610094
1458253,279962
1458253,262872
1458253,956809
1458253,1622562
1458253,1075579
1458253,1220845
1458253,655813
1458253,1289260
1458253,1102449
1458253,1220669
2398420,320196
2398420,2035279
2398420,1325887
2398420,1951404
2398420,375567
2398420,593470
2398420,1142547
2398420,1376641
2398420,1547204
2398420,1061320
2398420,223794
2398420,1547325
2398420,1920890
2398420,1687729
2398420,2005613
2398420,2311767
2398420,1739052
2398420,1687641
2398420,1516478
1099561,188589
1099561,1089049
1099561,326445
1099561,2157622
1099561,1009010
1099561,2157610
1099561,2157617
1099561,2157629
1099561,564715
1458350,1099561
1458350,2157622
1458350,1273225
1458350,2157617
2398656,2094697
2398656,362692
2398656,1412983
2398656,956944
2398656,2310393
2398656,702301
2398656,2009932
2398656,582418
2398656,2018740
2398656,1321478
2398656,1146848
